"No.","Delta","Time","Source","Destination","Protocol","CumBytes","Length","Info"
"3575","0.000025","12.579230","128.237.113.226","54.210.90.84","TCP","3168615","66","62388  >  5201 [ACK] Seq=38 Ack=346073 Win=165056 Len=0 TSval=2940931401 TSecr=528812779"
"3576","0.000011","12.579241","128.237.113.226","54.210.90.84","TCP","3168681","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=346073 Win=167968 Len=0 TSval=2940931401 TSecr=528812779"
"3577","0.013518","12.592759","54.210.90.84","128.237.113.226","TCP","3170195","1514","5201  >  62388 [ACK] Seq=346073 Ack=38 Win=26880 Len=1448 TSval=528812796 TSecr=2940931374"
"3578","0.000007","12.592766","54.210.90.84","128.237.113.226","TCP","3171709","1514","5201  >  62388 [ACK] Seq=347521 Ack=38 Win=26880 Len=1448 TSval=528812796 TSecr=2940931374"
"3579","0.000006","12.592772","54.210.90.84","128.237.113.226","TCP","3173223","1514","5201  >  62388 [ACK] Seq=348969 Ack=38 Win=26880 Len=1448 TSval=528812796 TSecr=2940931374"
"3580","0.000046","12.592818","128.237.113.226","54.210.90.84","TCP","3173289","66","62388  >  5201 [ACK] Seq=38 Ack=348969 Win=165056 Len=0 TSval=2940931413 TSecr=528812796"
"3581","0.000010","12.592828","54.210.90.84","128.237.113.226","TCP","3174803","1514","5201  >  62388 [ACK] Seq=350417 Ack=38 Win=26880 Len=1448 TSval=528812796 TSecr=2940931374"
"3582","0.000030","12.592858","128.237.113.226","54.210.90.84","TCP","3174869","66","62388  >  5201 [ACK] Seq=38 Ack=350417 Win=167968 Len=0 TSval=2940931413 TSecr=528812796"
"3583","0.000126","12.592984","54.210.90.84","128.237.113.226","TCP","3176383","1514","5201  >  62388 [ACK] Seq=351865 Ack=38 Win=26880 Len=1448 TSval=528812796 TSecr=2940931375"
"3584","0.000180","12.593164","128.237.113.226","54.210.90.84","TCP","3176449","66","62388  >  5201 [ACK] Seq=38 Ack=353313 Win=166496 Len=0 TSval=2940931414 TSecr=528812796"
"3585","0.000010","12.593174","54.210.90.84","128.237.113.226","TCP","3177963","1514","5201  >  62388 [ACK] Seq=353313 Ack=38 Win=26880 Len=1448 TSval=528812796 TSecr=2940931375"
"3586","0.000007","12.593181","54.210.90.84","128.237.113.226","TCP","3179477","1514","5201  >  62388 [ACK] Seq=354761 Ack=38 Win=26880 Len=1448 TSval=528812796 TSecr=2940931375"
"3587","0.000036","12.593217","128.237.113.226","54.210.90.84","TCP","3179543","66","62388  >  5201 [ACK] Seq=38 Ack=356209 Win=165056 Len=0 TSval=2940931414 TSecr=528812796"
"3588","0.000027","12.593244","128.237.113.226","54.210.90.84","TCP","3179609","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=356209 Win=167968 Len=0 TSval=2940931414 TSecr=528812796"
"3589","0.000281","12.593525","54.210.90.84","128.237.113.226","TCP","3181123","1514","5201  >  62388 [ACK] Seq=356209 Ack=38 Win=26880 Len=1448 TSval=528812796 TSecr=2940931375"
"3590","0.022754","12.616279","54.210.90.84","128.237.113.226","TCP","3182637","1514","5201  >  62388 [ACK] Seq=357657 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931396"
"3591","0.000002","12.616281","54.210.90.84","128.237.113.226","TCP","3184151","1514","5201  >  62388 [ACK] Seq=359105 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931396"
"3592","0.000096","12.616377","128.237.113.226","54.210.90.84","TCP","3184217","66","62388  >  5201 [ACK] Seq=38 Ack=359105 Win=177504 Len=0 TSval=2940931434 TSecr=528812796"
"3593","0.000010","12.616387","54.210.90.84","128.237.113.226","TCP","3185731","1514","5201  >  62388 [ACK] Seq=360553 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931396"
"3594","0.000004","12.616391","54.210.90.84","128.237.113.226","TCP","3187245","1514","5201  >  62388 [ACK] Seq=362001 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931396"
"3595","0.000018","12.616409","128.237.113.226","54.210.90.84","TCP","3187311","66","62388  >  5201 [ACK] Seq=38 Ack=362001 Win=175200 Len=0 TSval=2940931434 TSecr=528812818"
"3596","0.000037","12.616446","128.237.113.226","54.210.90.84","TCP","3187377","66","62388  >  5201 [ACK] Seq=38 Ack=363449 Win=176640 Len=0 TSval=2940931434 TSecr=528812818"
"3597","0.000080","12.616526","54.210.90.84","128.237.113.226","TCP","3188891","1514","5201  >  62388 [ACK] Seq=363449 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3598","0.000003","12.616529","54.210.90.84","128.237.113.226","TCP","3190405","1514","5201  >  62388 [ACK] Seq=364897 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3599","0.000003","12.616532","54.210.90.84","128.237.113.226","TCP","3191919","1514","5201  >  62388 [ACK] Seq=366345 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3600","0.000033","12.616565","128.237.113.226","54.210.90.84","TCP","3191985","66","62388  >  5201 [ACK] Seq=38 Ack=366345 Win=173760 Len=0 TSval=2940931434 TSecr=528812818"
"3601","0.000120","12.616685","128.237.113.226","54.210.90.84","TCP","3192051","66","62388  >  5201 [ACK] Seq=38 Ack=367793 Win=176640 Len=0 TSval=2940931434 TSecr=528812818"
"3602","0.000031","12.616716","54.210.90.84","128.237.113.226","TCP","3193565","1514","5201  >  62388 [ACK] Seq=367793 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3603","0.000005","12.616721","54.210.90.84","128.237.113.226","TCP","3195079","1514","5201  >  62388 [ACK] Seq=369241 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3604","0.000004","12.616725","54.210.90.84","128.237.113.226","TCP","3196593","1514","5201  >  62388 [ACK] Seq=370689 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3605","0.000003","12.616728","54.210.90.84","128.237.113.226","TCP","3198107","1514","5201  >  62388 [ACK] Seq=372137 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3606","0.000038","12.616766","128.237.113.226","54.210.90.84","TCP","3198173","66","62388  >  5201 [ACK] Seq=38 Ack=370689 Win=173760 Len=0 TSval=2940931434 TSecr=528812818"
"3607","0.000021","12.616787","128.237.113.226","54.210.90.84","TCP","3198239","66","62388  >  5201 [ACK] Seq=38 Ack=373585 Win=170848 Len=0 TSval=2940931434 TSecr=528812818"
"3608","0.000015","12.616802","128.237.113.226","54.210.90.84","TCP","3198305","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=373585 Win=176640 Len=0 TSval=2940931434 TSecr=528812818"
"3609","0.000041","12.616843","54.210.90.84","128.237.113.226","TCP","3199819","1514","5201  >  62388 [ACK] Seq=373585 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3610","0.000005","12.616848","54.210.90.84","128.237.113.226","TCP","3201333","1514","5201  >  62388 [ACK] Seq=375033 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3611","0.000041","12.616889","128.237.113.226","54.210.90.84","TCP","3201399","66","62388  >  5201 [ACK] Seq=38 Ack=376481 Win=173760 Len=0 TSval=2940931434 TSecr=528812818"
"3612","0.000010","12.616899","128.237.113.226","54.210.90.84","TCP","3201465","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=376481 Win=176640 Len=0 TSval=2940931434 TSecr=528812818"
"3613","0.000125","12.617024","54.210.90.84","128.237.113.226","TCP","3202979","1514","5201  >  62388 [ACK] Seq=376481 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3614","0.000005","12.617029","54.210.90.84","128.237.113.226","TCP","3204493","1514","5201  >  62388 [ACK] Seq=377929 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3615","0.000004","12.617033","54.210.90.84","128.237.113.226","TCP","3206007","1514","5201  >  62388 [ACK] Seq=379377 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3616","0.000030","12.617063","128.237.113.226","54.210.90.84","TCP","3206073","66","62388  >  5201 [ACK] Seq=38 Ack=379377 Win=173760 Len=0 TSval=2940931434 TSecr=528812818"
"3617","0.000035","12.617098","128.237.113.226","54.210.90.84","TCP","3206139","66","62388  >  5201 [ACK] Seq=38 Ack=380825 Win=176640 Len=0 TSval=2940931434 TSecr=528812818"
"3618","0.000101","12.617199","54.210.90.84","128.237.113.226","TCP","3207653","1514","5201  >  62388 [ACK] Seq=380825 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3619","0.000003","12.617202","54.210.90.84","128.237.113.226","TCP","3209167","1514","5201  >  62388 [ACK] Seq=382273 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3620","0.000003","12.617205","54.210.90.84","128.237.113.226","TCP","3210681","1514","5201  >  62388 [ACK] Seq=383721 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3621","0.000032","12.617237","128.237.113.226","54.210.90.84","TCP","3210747","66","62388  >  5201 [ACK] Seq=38 Ack=383721 Win=173760 Len=0 TSval=2940931434 TSecr=528812818"
"3622","0.000010","12.617247","128.237.113.226","54.210.90.84","TCP","3210813","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=383721 Win=176640 Len=0 TSval=2940931434 TSecr=528812818"
"3623","0.000082","12.617329","54.210.90.84","128.237.113.226","TCP","3212327","1514","5201  >  62388 [ACK] Seq=385169 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3624","0.000003","12.617332","54.210.90.84","128.237.113.226","TCP","3213841","1514","5201  >  62388 [ACK] Seq=386617 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3625","0.000023","12.617355","128.237.113.226","54.210.90.84","TCP","3213907","66","62388  >  5201 [ACK] Seq=38 Ack=386617 Win=175200 Len=0 TSval=2940931435 TSecr=528812818"
"3626","0.000011","12.617366","54.210.90.84","128.237.113.226","TCP","3215421","1514","5201  >  62388 [ACK] Seq=388065 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3627","0.000016","12.617382","128.237.113.226","54.210.90.84","TCP","3215487","66","62388  >  5201 [ACK] Seq=38 Ack=389513 Win=173760 Len=0 TSval=2940931435 TSecr=528812818"
"3628","0.000030","12.617412","128.237.113.226","54.210.90.84","TCP","3215553","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=389513 Win=176640 Len=0 TSval=2940931435 TSecr=528812818"
"3629","0.000187","12.617599","54.210.90.84","128.237.113.226","TCP","3217067","1514","5201  >  62388 [ACK] Seq=389513 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3630","0.000004","12.617603","54.210.90.84","128.237.113.226","TCP","3218581","1514","5201  >  62388 [ACK] Seq=390961 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3631","0.000003","12.617606","54.210.90.84","128.237.113.226","TCP","3220095","1514","5201  >  62388 [ACK] Seq=392409 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3632","0.000002","12.617608","54.210.90.84","128.237.113.226","TCP","3221609","1514","5201  >  62388 [ACK] Seq=393857 Ack=38 Win=26880 Len=1448 TSval=528812818 TSecr=2940931397"
"3633","0.000034","12.617642","128.237.113.226","54.210.90.84","TCP","3221675","66","62388  >  5201 [ACK] Seq=38 Ack=392409 Win=173760 Len=0 TSval=2940931435 TSecr=528812818"
"3634","0.000015","12.617657","128.237.113.226","54.210.90.84","TCP","3221741","66","62388  >  5201 [ACK] Seq=38 Ack=395305 Win=170848 Len=0 TSval=2940931435 TSecr=528812818"
"3635","0.000003","12.617660","54.210.90.84","128.237.113.226","TCP","3223255","1514","5201  >  62388 [ACK] Seq=395305 Ack=38 Win=26880 Len=1448 TSval=528812819 TSecr=2940931400"
"3636","0.000026","12.617686","128.237.113.226","54.210.90.84","TCP","3223321","66","62388  >  5201 [ACK] Seq=38 Ack=396753 Win=176640 Len=0 TSval=2940931435 TSecr=528812819"
"3637","0.000224","12.617910","54.210.90.84","128.237.113.226","TCP","3224835","1514","5201  >  62388 [ACK] Seq=396753 Ack=38 Win=26880 Len=1448 TSval=528812819 TSecr=2940931400"
"3638","0.000003","12.617913","54.210.90.84","128.237.113.226","TCP","3226349","1514","5201  >  62388 [ACK] Seq=398201 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931400"
"3639","0.000033","12.617946","128.237.113.226","54.210.90.84","TCP","3226415","66","62388  >  5201 [ACK] Seq=38 Ack=399649 Win=173760 Len=0 TSval=2940931435 TSecr=528812819"
"3640","0.000023","12.617969","128.237.113.226","54.210.90.84","TCP","3226481","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=399649 Win=176640 Len=0 TSval=2940931435 TSecr=528812819"
"3641","0.003567","12.621536","54.210.90.84","128.237.113.226","TCP","3227995","1514","5201  >  62388 [ACK] Seq=399649 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931400"
"3642","0.000005","12.621541","54.210.90.84","128.237.113.226","TCP","3229509","1514","5201  >  62388 [ACK] Seq=401097 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931400"
"3643","0.000003","12.621544","54.210.90.84","128.237.113.226","TCP","3231023","1514","5201  >  62388 [ACK] Seq=402545 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931400"
"3644","0.000002","12.621546","54.210.90.84","128.237.113.226","TCP","3232537","1514","5201  >  62388 [ACK] Seq=403993 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931400"
"3645","0.000004","12.621550","54.210.90.84","128.237.113.226","TCP","3234051","1514","5201  >  62388 [ACK] Seq=405441 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3646","0.000003","12.621553","54.210.90.84","128.237.113.226","TCP","3235565","1514","5201  >  62388 [ACK] Seq=406889 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3647","0.000003","12.621556","54.210.90.84","128.237.113.226","TCP","3237079","1514","5201  >  62388 [ACK] Seq=408337 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3648","0.000058","12.621614","128.237.113.226","54.210.90.84","TCP","3237145","66","62388  >  5201 [ACK] Seq=38 Ack=402545 Win=173760 Len=0 TSval=2940931439 TSecr=528812820"
"3649","0.000017","12.621631","128.237.113.226","54.210.90.84","TCP","3237211","66","62388  >  5201 [ACK] Seq=38 Ack=405441 Win=170848 Len=0 TSval=2940931439 TSecr=528812820"
"3650","0.000014","12.621645","128.237.113.226","54.210.90.84","TCP","3237277","66","62388  >  5201 [ACK] Seq=38 Ack=408337 Win=167968 Len=0 TSval=2940931439 TSecr=528812820"
"3651","0.000010","12.621655","54.210.90.84","128.237.113.226","TCP","3238791","1514","5201  >  62388 [ACK] Seq=409785 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3652","0.000004","12.621659","54.210.90.84","128.237.113.226","TCP","3240305","1514","5201  >  62388 [ACK] Seq=411233 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3653","0.000014","12.621673","128.237.113.226","54.210.90.84","TCP","3240371","66","62388  >  5201 [ACK] Seq=38 Ack=411233 Win=165056 Len=0 TSval=2940931439 TSecr=528812820"
"3654","0.000009","12.621682","128.237.113.226","54.210.90.84","TCP","3240437","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=411233 Win=176640 Len=0 TSval=2940931439 TSecr=528812820"
"3655","0.000149","12.621831","54.210.90.84","128.237.113.226","TCP","3241951","1514","5201  >  62388 [ACK] Seq=412681 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3656","0.000004","12.621835","54.210.90.84","128.237.113.226","TCP","3243465","1514","5201  >  62388 [ACK] Seq=414129 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3657","0.000003","12.621838","54.210.90.84","128.237.113.226","TCP","3244979","1514","5201  >  62388 [ACK] Seq=415577 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3658","0.000002","12.621840","54.210.90.84","128.237.113.226","TCP","3246493","1514","5201  >  62388 [ACK] Seq=417025 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3659","0.000030","12.621870","128.237.113.226","54.210.90.84","TCP","3246559","66","62388  >  5201 [ACK] Seq=38 Ack=414129 Win=175200 Len=0 TSval=2940931439 TSecr=528812820"
"3660","0.000015","12.621885","128.237.113.226","54.210.90.84","TCP","3246625","66","62388  >  5201 [ACK] Seq=38 Ack=417025 Win=172288 Len=0 TSval=2940931439 TSecr=528812820"
"3661","0.000027","12.621912","128.237.113.226","54.210.90.84","TCP","3246691","66","62388  >  5201 [ACK] Seq=38 Ack=418473 Win=176640 Len=0 TSval=2940931439 TSecr=528812820"
"3662","0.000126","12.622038","54.210.90.84","128.237.113.226","TCP","3248205","1514","5201  >  62388 [ACK] Seq=418473 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3663","0.000004","12.622042","54.210.90.84","128.237.113.226","TCP","3249719","1514","5201  >  62388 [ACK] Seq=419921 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3664","0.000002","12.622044","54.210.90.84","128.237.113.226","TCP","3251233","1514","5201  >  62388 [ACK] Seq=421369 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3665","0.000039","12.622083","128.237.113.226","54.210.90.84","TCP","3251299","66","62388  >  5201 [ACK] Seq=38 Ack=421369 Win=173760 Len=0 TSval=2940931439 TSecr=528812820"
"3666","0.000010","12.622093","128.237.113.226","54.210.90.84","TCP","3251365","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=421369 Win=176640 Len=0 TSval=2940931439 TSecr=528812820"
"3667","0.000050","12.622143","54.210.90.84","128.237.113.226","TCP","3252879","1514","5201  >  62388 [ACK] Seq=422817 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3668","0.000004","12.622147","54.210.90.84","128.237.113.226","TCP","3254393","1514","5201  >  62388 [ACK] Seq=424265 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3669","0.000027","12.622174","128.237.113.226","54.210.90.84","TCP","3254459","66","62388  >  5201 [ACK] Seq=38 Ack=424265 Win=175200 Len=0 TSval=2940931439 TSecr=528812820"
"3670","0.000012","12.622186","54.210.90.84","128.237.113.226","TCP","3255973","1514","5201  >  62388 [ACK] Seq=425713 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3671","0.000007","12.622193","54.210.90.84","128.237.113.226","TCP","3257487","1514","5201  >  62388 [ACK] Seq=427161 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3672","0.000008","12.622201","128.237.113.226","54.210.90.84","TCP","3257553","66","62388  >  5201 [ACK] Seq=38 Ack=425713 Win=176640 Len=0 TSval=2940931439 TSecr=528812820"
"3673","0.000013","12.622214","128.237.113.226","54.210.90.84","TCP","3257619","66","62388  >  5201 [ACK] Seq=38 Ack=428609 Win=173760 Len=0 TSval=2940931439 TSecr=528812820"
"3674","0.000029","12.622243","128.237.113.226","54.210.90.84","TCP","3257685","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=428609 Win=176640 Len=0 TSval=2940931439 TSecr=528812820"
"3675","0.000077","12.622320","54.210.90.84","128.237.113.226","TCP","3259199","1514","5201  >  62388 [ACK] Seq=428609 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3676","0.000003","12.622323","54.210.90.84","128.237.113.226","TCP","3260713","1514","5201  >  62388 [ACK] Seq=430057 Ack=38 Win=26880 Len=1448 TSval=528812820 TSecr=2940931401"
"3677","0.000029","12.622352","128.237.113.226","54.210.90.84","TCP","3260779","66","62388  >  5201 [ACK] Seq=38 Ack=431505 Win=173760 Len=0 TSval=2940931439 TSecr=528812820"
"3678","0.000029","12.622381","128.237.113.226","54.210.90.84","TCP","3260845","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=431505 Win=176640 Len=0 TSval=2940931439 TSecr=528812820"
"3679","0.000187","12.622568","54.210.90.84","128.237.113.226","TCP","3262359","1514","5201  >  62388 [ACK] Seq=431505 Ack=38 Win=26880 Len=1448 TSval=528812821 TSecr=2940931401"
"3680","0.000004","12.622572","54.210.90.84","128.237.113.226","TCP","3263873","1514","5201  >  62388 [ACK] Seq=432953 Ack=38 Win=26880 Len=1448 TSval=528812821 TSecr=2940931401"
"3681","0.000003","12.622575","54.210.90.84","128.237.113.226","TCP","3265387","1514","5201  >  62388 [ACK] Seq=434401 Ack=38 Win=26880 Len=1448 TSval=528812821 TSecr=2940931401"
"3682","0.000002","12.622577","54.210.90.84","128.237.113.226","TCP","3266901","1514","5201  >  62388 [ACK] Seq=435849 Ack=38 Win=26880 Len=1448 TSval=528812821 TSecr=2940931401"
"3683","0.000034","12.622611","128.237.113.226","54.210.90.84","TCP","3266967","66","62388  >  5201 [ACK] Seq=38 Ack=434401 Win=173760 Len=0 TSval=2940931440 TSecr=528812821"
"3684","0.000015","12.622626","128.237.113.226","54.210.90.84","TCP","3267033","66","62388  >  5201 [ACK] Seq=38 Ack=437297 Win=170848 Len=0 TSval=2940931440 TSecr=528812821"
"3685","0.000057","12.622683","128.237.113.226","54.210.90.84","TCP","3267099","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=437297 Win=176640 Len=0 TSval=2940931440 TSecr=528812821"
"3686","0.009346","12.632029","54.210.90.84","128.237.113.226","TCP","3268613","1514","5201  >  62388 [ACK] Seq=437297 Ack=38 Win=26880 Len=1448 TSval=528812835 TSecr=2940931413"
"3687","0.000003","12.632032","54.210.90.84","128.237.113.226","TCP","3270127","1514","5201  >  62388 [ACK] Seq=438745 Ack=38 Win=26880 Len=1448 TSval=528812835 TSecr=2940931413"
