N,B,T,Packet latency (ms),R,k,n,Frame latency (ms),Bandwidth increase (%),Loss rate (%)
11,16,41,50,0.646551724137931,1200,1856,53.60959999999987,88.0,8.187928669410152
11,17,41,50,0.632577754348972,1200,1898,53.67679999999562,91.5,13.951614914577878
11,18,41,50,0.6191950464396285,1200,1938,53.74080000000214,94.83333333332597,12.776374859708191
11,19,41,50,0.6063668519454269,1200,1980,53.80799999999794,98.33333333332568,15.626013218605811
12,12,41,50,0.7021791767554479,1160,1652,53.283200000003944,76.89655172413325,5.397719209979746
12,13,41,50,0.6851742468989959,1160,1693,53.34880000000302,80.43103448276587,10.010981462130887
12,14,41,50,0.6689734717416379,1160,1734,53.414400000003646,83.96551724138732,10.905124037307946
12,15,41,50,0.6535211267605633,1160,1776,53.4815999999992,87.58620689656358,8.132861178838189
12,16,41,50,0.6387665198237885,1160,1816,53.54560000000586,91.03448275861237,8.286053381838823
12,17,41,50,0.624663435648896,1160,1857,53.61120000000481,94.56896551723162,8.336671310809242
12,18,41,50,0.6111696522655427,1160,1898,53.67679999999562,98.10344827587049,8.704316472515707
12,19,41,50,0.5982465188241362,1160,1939,53.74239999999452,101.63793103448792,14.080959660461575
13,13,41,50,0.677555958862674,1120,1653,53.2847999999979,83.30357142857648,7.475432232376676
13,14,41,50,0.6611570247933884,1120,1694,53.35039999999699,86.96428571427639,7.719189246967025
13,15,41,50,0.6455331412103746,1120,1735,53.41600000000016,90.625,9.207568408957298
13,16,41,50,0.6306306306306306,1120,1776,53.4815999999992,94.28571428572482,8.713190102078991
13,17,41,50,0.6164006604292791,1120,1817,53.547199999998405,97.94642857142303,6.40829592218481
13,18,41,50,0.6027987082884823,1120,1858,53.61280000000227,101.60714285714877,10.869842605953718
13,19,41,50,0.5897840968931016,1120,1899,53.67840000000054,105.26785714285086,7.826813104590882
14,14,41,50,0.652962515114873,1080,1654,53.286400000003155,90.18518518518,4.671301492289147
14,15,41,50,0.6371681415929203,1080,1695,53.352000000006896,93.98148148147226,5.962661595377645
14,16,41,50,0.6221198156682027,1080,1736,53.41759999999279,97.77777777776627,3.2698036607501626
14,17,41,50,0.6077658975801914,1080,1777,53.4831999999966,101.5740740740861,3.838938077621205
14,18,41,50,0.5940594059405941,1080,1818,53.54879999999497,105.37037037037719,5.875178395754528
14,19,41,50,0.5809575040344271,1080,1859,53.614399999998874,109.1666666666697,2.6271632650233476
15,15,41,50,0.6283987915407855,1040,1655,53.288000000000444,97.59615384614143,4.509752079196524
15,16,41,50,0.6132075471698114,1040,1696,53.35359999999951,101.53846153845433,5.448070448070448
15,17,41,50,0.5987334484743811,1040,1737,53.41920000000265,105.48076923076168,6.1996388385277275
15,18,41,50,0.5849268841394826,1040,1778,53.48480000000165,109.42307692307274,4.0280295835851385
15,19,41,50,0.5717427157779,1040,1819,53.55040000000236,113.36538461537808,6.412396759618982
16,16,41,50,0.6038647342995169,1000,1656,53.289599999996916,105.59999999998944,3.098540965207632
16,17,41,50,0.5892751915144373,1000,1697,53.35519999999621,109.7000000000024,4.328600823045267
16,18,41,50,0.5753739930955121,1000,1738,53.420799999999986,113.79999999999936,3.2891133557800227
16,19,41,50,0.5621135469364812,1000,1779,53.48639999999589,117.9000000000119,3.002618780396558
17,17,41,50,0.5793602896801447,960,1658,53.29279999999691,114.375,2.00886176580621
17,18,41,50,0.5653710247349824,960,1698,53.356800000003545,118.54166666666639,4.042118718044644
17,19,41,50,0.5520414031052329,960,1739,53.42240000000259,122.81249999999997,2.0218582429230576
18,18,41,50,0.5548854041013269,920,1658,53.29279999999691,123.69565217391317,1.6782559898501928
18,19,41,50,0.5414949970570924,920,1700,53.359999999992695,128.26086956522045,0.8478504855316449
19,19,41,50,0.5304400241109102,880,1659,53.2944000000068,133.97727272728525,2.047176308539945
