N,B,T,Packet latency (ms),R,k,n,Frame latency (ms),Bandwidth increase (%),Loss rate (%)
11,19,41,50,0.6063668519454269,1200,1980,150.0,98.33333333332568,10.447998503554059
12,12,41,50,0.7021791767554479,1160,1652,150.0,76.89655172413325,7.597494743088613
12,13,41,50,0.6851742468989959,1160,1693,150.0,80.43103448276587,9.190516273849607
12,14,41,50,0.6689734717416379,1160,1734,150.0,83.96551724138732,8.702994181921385
12,15,41,50,0.6535211267605633,1160,1776,150.0,87.58620689656358,7.952449140188604
12,16,41,50,0.6387665198237885,1160,1816,150.0,91.03448275861237,8.131635641214185
12,17,41,50,0.624663435648896,1160,1857,150.0,94.56896551723162,12.69668266315776
12,18,41,50,0.6111696522655427,1160,1898,150.0,98.10344827587049,12.320039475211889
12,19,41,50,0.5982465188241362,1160,1939,150.0,101.63793103448792,8.99468826192964
13,13,41,50,0.677555958862674,1120,1653,150.0,83.30357142857648,8.492314013147347
13,14,41,50,0.6611570247933884,1120,1694,150.0,86.96428571427639,7.51192480359147
13,15,41,50,0.6455331412103746,1120,1735,150.0,90.625,7.461603468547913
13,16,41,50,0.6306306306306306,1120,1776,150.0,94.28571428572482,7.097095291539736
13,17,41,50,0.6164006604292791,1120,1817,150.0,97.94642857142303,9.13009058842392
13,18,41,50,0.6027987082884823,1120,1858,150.0,101.60714285714877,7.878954892843781
13,19,41,50,0.5897840968931016,1120,1899,150.0,105.26785714285086,6.967509085564641
14,14,41,50,0.652962515114873,1080,1654,150.0,90.18518518518,8.091096146651703
14,15,41,50,0.6371681415929203,1080,1695,150.0,93.98148148147226,7.435725568441617
14,16,41,50,0.6221198156682027,1080,1736,150.0,97.77777777776627,3.601100164886173
14,17,41,50,0.6077658975801914,1080,1777,150.0,101.5740740740861,8.297792742237187
14,18,41,50,0.5940594059405941,1080,1818,150.0,105.37037037037719,7.399786617893614
14,19,41,50,0.5809575040344271,1080,1859,150.0,109.1666666666697,5.866310567956658
15,15,41,50,0.6283987915407855,1040,1655,150.0,97.59615384614143,3.0490086045641602
15,16,41,50,0.6132075471698114,1040,1696,150.0,101.53846153845433,6.401910846355291
15,17,41,50,0.5987334484743811,1040,1737,150.0,105.48076923076168,4.926382773604996
15,18,41,50,0.5849268841394826,1040,1778,150.0,109.42307692307274,3.5104967049411497
15,19,41,50,0.5717427157779,1040,1819,150.0,113.36538461537808,3.7626982071426514
16,16,41,50,0.6038647342995169,1000,1656,150.0,105.59999999998944,2.795735129068462
16,17,41,50,0.5892751915144373,1000,1697,150.0,109.7000000000024,4.261765806210251
16,18,41,50,0.5753739930955121,1000,1738,150.0,113.79999999999936,4.714253647586981
16,19,41,50,0.5621135469364812,1000,1779,150.0,117.9000000000119,1.864814814814815
17,17,41,50,0.5793602896801447,960,1658,150.0,114.375,1.651273537847612
17,18,41,50,0.5653710247349824,960,1698,150.0,118.54166666666639,2.8298416261379225
17,19,41,50,0.5520414031052329,960,1739,150.0,122.81249999999997,1.62744341563786
18,18,41,50,0.5548854041013269,920,1658,150.0,123.69565217391317,2.35897623578783
18,19,41,50,0.5414949970570924,920,1700,150.0,128.26086956522045,2.077945314660291
19,19,41,50,0.5304400241109102,880,1659,150.0,133.97727272728525,3.415892936094956
