K_min,Rate,Delay,Packet latency (ms),Latency (ms),Bandwidth increase (%),Loss rate (%)
50,0.6,100,75,81.32992323232901,118.28792122910345,0.0
50,0.65,100,75,81.32901818182397,118.25821237586528,0.0
50,0.7,100,75,81.33852121212695,118.57015533486693,0.0
50,0.75,100,75,81.34938181818755,118.9266615737262,0.0
50,0.8,100,75,81.34530909091485,118.79297173415408,0.0
50,0.85,100,75,81.31951515152092,117.9462694168633,0.0
50,0.9,100,75,81.36114747475325,119.3128766658236,0.0
50,0.95,100,75,81.33037575758154,118.30277565572268,0.0
50,1.0,100,75,81.3407838383896,118.64442746796256,0.0
100,0.6,100,75,98.16397492106518,69.15496427691714,0.0
100,0.65,100,75,98.09609613318631,67.97912607225402,0.0
100,0.7,100,75,98.18479108268129,69.51555465968063,0.0
100,0.75,100,75,98.17845572914588,69.4058097605787,0.0
100,0.8,100,75,98.10786178975198,68.18293802772888,0.0
100,0.85,100,75,98.16669007258027,69.20199780510363,0.0
100,0.9,100,75,98.15311431500453,68.96683016417086,0.0
100,0.95,100,75,98.11419714328741,68.29268292683089,0.0
100,1.0,100,75,98.16850017359037,69.2333534905613,0.0
150,0.6,100,75,98.16940522409544,69.2490313332903,0.0
150,0.65,100,75,98.0807102746005,67.7126027458636,0.0
150,0.7,100,75,98.1277729008631,68.52785056776356,0.0
150,0.75,100,75,98.06351431500455,67.4147237340156,0.0
150,0.8,100,75,98.14677896146915,68.8570852650692,0.0
150,0.85,100,75,98.20651229480254,69.8918228851727,0.0
150,0.9,100,75,98.10786178975191,68.18293802772907,0.0
150,0.95,100,75,98.1160072442974,68.32403861228846,0.0
150,1.0,100,75,98.1105769412672,68.22997155591534,0.0
200,0.6,100,75,114.69712295523237,50.75073019349952,0.0
200,0.65,100,75,114.67268659159599,50.46321650237136,0.0
200,0.7,100,75,114.69440780371711,50.718784227818574,0.0
200,0.75,100,75,114.72970477341403,51.1340817816704,0.0
200,0.8,100,75,114.68490477341405,50.60697334793545,0.0
200,0.85,100,75,114.64417750068688,50.12778386272186,0.0
200,0.9,100,75,114.79351083402021,51.8848119751716,0.0
200,0.95,100,75,114.59937750068694,49.600675428986925,0.0
200,1.0,100,75,114.65368053099006,50.23959474260502,0.0
250,0.6,100,75,114.73920780371724,51.245892661553555,0.0
250,0.65,100,75,114.65232295523232,50.22362175976458,0.0
250,0.7,100,75,114.68626234917157,50.622946330775946,0.0
250,0.75,100,75,114.64281992492934,50.11181087988139,0.0
250,0.8,100,75,114.61159568250515,49.74443227455096,0.0
