K_min,Rate,Delay,Packet latency (ms),Latency (ms),Bandwidth increase (%),Loss rate (%)
50,0.6,100,50,57.52006464646924,157.35506323742345,0.0
50,0.65,100,50,57.64134141414598,161.3360495713515,0.0
50,0.7,100,50,57.652654545459235,161.70741023683001,0.0
50,0.75,100,50,57.67392323232781,162.40556828792828,0.0
50,0.8,100,50,57.668492929297564,162.22731516849962,0.0
50,0.85,100,50,57.88253737374181,169.25345895934913,0.0
50,0.9,100,50,57.73637171717623,164.45547916136908,0.0
50,0.95,100,50,57.505131313135976,156.86486715899247,0.0
50,1.0,100,50,57.67030303030765,162.28673287497608,0.0
100,0.6,100,50,74.70618098167185,95.87000828686298,0.0
100,0.65,100,50,74.94782946652033,100.05599229546353,0.0
100,0.7,100,50,74.77949007258096,97.13991354789943,0.0
100,0.75,100,50,74.66635875944964,95.18018320679424,0.0
100,0.8,100,50,74.70075067864158,95.77594123049003,0.0
100,0.85,100,50,74.63196684025772,94.58442518309809,0.0
100,0.9,100,50,74.61567593116682,94.302224013979,0.0
100,0.95,100,50,74.7505284564194,96.63822258057654,0.0
100,1.0,100,50,74.60572037561123,94.1276939552408,0.03263525722154564
150,0.6,100,50,74.66454865843957,95.14882752133657,0.0
150,0.65,100,50,74.83469815338916,98.09626195435835,0.0
150,0.7,100,50,75.0247587594497,101.38653513869339,0.03741114852225963
150,0.75,100,50,74.9107223958133,99.41112695486007,0.03741114852225963
150,0.8,100,50,74.68083956753046,95.43102869045558,0.0
150,0.85,100,50,74.98584158773262,100.71238790135365,0.021093519911486815
150,0.9,100,50,74.85822946652041,98.50388586530848,0.0
150,0.95,100,50,74.66092845641933,95.0861161504212,0.0
150,1.0,100,50,75.04195471904563,101.6864879392619,0.0
200,0.6,100,50,91.29227447038127,69.51687220261354,0.03979909417261663
200,0.65,100,50,91.55428659159341,72.60177071923893,0.0
200,0.7,100,50,91.58686840977515,72.98512230740977,0.0
200,0.75,100,50,91.80543810674489,75.55465971630493,0.03979909417261663
200,0.8,100,50,91.57872295522974,72.8850587535309,0.09591581695600608
200,0.85,100,50,92.05794719765386,78.52140886779334,0.09591581695600608
200,0.9,100,50,91.53935325825982,72.42395507957593,0.05611672278338946
200,0.95,100,50,91.5977290158359,73.10656768487921,0.11223344556677892
200,1.0,100,50,91.62759568250243,73.46431179262339,0.0
250,0.6,100,50,91.80136537947214,75.50674076778348,0.05611672278338946
250,0.65,100,50,91.90318356129055,76.70260165239952,0.08875198000493509
250,0.7,100,50,91.8719593188662,76.33944870390526,0.0
250,0.75,100,50,91.66968053098714,73.95524860384135,0.07959818834523326
250,0.8,100,50,91.73891689462354,74.77198355712275,0.05611672278338946
250,0.85,100,50,91.92354719765392,76.94642205184273,0.0
250,0.9,100,50,91.57329265219965,72.82539247900515,0.0
250,0.95,100,50,91.67782598553273,74.04897367246602,0.15203253973939554
250,1.0,100,50,91.64524416735098,73.66984774113126,0.05611672278338946
300,0.6,100,50,109.22819102052533,63.41806428689039,0.31804432667980875
300,0.65,100,50,109.37475437131081,64.71811771140165,0.607955497737376
300,0.7,100,50,109.19019311476622,63.07879727118366,0.4816555863268873
300,0.75,100,50,108.93144547078724,60.779235352175284,0.10056106690503365
300,0.8,100,50,109.22819102052554,63.435389654483096,0.3413888600684773
300,0.85,100,50,109.28609259120614,63.93931655743221,0.27355004509285935
300,0.9,100,50,109.36389782680826,64.69048574871299,0.42558880100880303
300,0.95,100,50,109.09067479015907,62.23580596291329,0.3507665786092245
300,1.0,100,50,108.98029992104912,61.202613918261385,0.4022442676201346
350,0.6,100,50,109.41456170115386,65.07781426017836,0.4489333343974716
350,0.65,100,50,109.02372609905949,61.59034765049758,0.3904722379626009
350,0.7,100,50,109.2155250519391,63.29642735986843,0.6149389051613366
350,0.75,100,50,109.21190620377166,63.31609231829321,0.41621108246805594
350,0.8,100,50,109.175717722096,62.9820664485101,0.348372267492438
350,0.85,100,50,109.1467669367559,62.77127943557053,0.2502055117041908
350,0.9,100,50,108.98572819330029,61.25749157613073,0.28292776363360655
350,0.95,100,50,109.04001091581348,61.73788478053291,0.3834888305386402
350,1.0,100,50,109.1105784550806,62.480911270798416,0.5261498679138367
400,0.6,100,50,125.89448275554841,54.6081826422154,1.9457379027031338
400,0.65,100,50,125.81082817610918,53.79274490169866,1.5807998723713992
400,0.7,100,50,125.62995340975405,52.47892205947761,1.8869090945349034
400,0.75,100,50,125.77917509199698,53.567604027591955,1.221046753946017
400,0.8,100,50,126.0685747181653,55.75733739757553,1.5179826704290516
400,0.85,100,50,125.78369696115584,53.57859907981843,2.132793570709236
400,0.9,100,50,125.99170294246423,55.08079809026372,1.6860934680080966
400,0.95,100,50,125.69778144713717,53.081931955024615,1.9457379027031338
400,1.0,100,50,125.87639527891297,54.24852417602514,1.6579752919005695
450,0.6,100,50,126.00752948452036,55.24598157019777,1.7423298202231505
450,0.65,100,50,125.62995340975405,52.483217001753644,1.7213907529090349
450,0.7,100,50,125.690998643399,54.259433329406164,1.2818697590013062
450,0.75,100,50,126.16805583966058,56.43946012984597,2.4323219431454466
450,0.8,100,50,125.95778892377267,54.841569805491936,1.5552741522170483
450,0.85,100,50,125.37446780227747,50.65941271368321,1.5670399138506943
450,0.9,100,50,125.68195490508101,52.8737990523308,0.9777547337248607
450,0.95,100,50,125.65934555928672,52.698565407471015,1.5598608050572833
450,1.0,100,50,125.5937784564831,52.22345889290255,1.6206838101125725
500,0.6,100,50,141.7146096029636,42.291736219484186,8.507813481170496
500,0.65,100,50,141.9969853605394,43.993871588030004,9.261950469765745
500,0.7,100,50,141.55984596659994,41.38394794300518,8.663704341620267
500,0.75,100,50,141.63587020902423,41.85772663866449,7.646825468021443
500,0.8,100,50,141.76619748175148,42.62093132193064,8.893553653766798
500,0.85,100,50,141.66845202720597,42.053380331627906,7.614331593017205
500,0.9,100,50,141.86122778478162,43.14845439621262,9.91880518227469
500,0.95,100,50,141.58699748175158,41.55993274619983,8.050307695067909
500,1.0,100,50,141.53269445144844,41.2575666995345,7.311321224879544
