K_min,Rate,Delay,Packet latency (ms),Latency (ms),Bandwidth increase (%),Loss rate (%)
50,0.6,100,40,46.71728484848934,131.00331041508127,0.0
50,0.65,100,40,46.739911111115596,131.74603174603828,0.0
50,0.7,100,40,46.73357575758022,131.53806977337032,0.0
50,0.75,100,40,46.75710707071152,132.31049995756513,0.0
50,0.8,100,40,46.69737373737825,130.34971564383997,0.0
50,0.85,100,40,46.67338989899442,129.56243103302572,0.0
50,0.9,100,40,46.672484848489425,129.53272217978764,0.0
50,0.95,100,40,46.76751515151962,132.6521517698051,0.0
50,1.0,100,40,46.72995555556005,131.4192343604174,0.0
100,0.6,100,40,63.64093653722742,77.41718739501685,0.0
100,0.65,100,40,63.592968860459834,76.58626173038826,0.0
100,0.7,100,40,63.60201936551032,76.74304015767672,0.0
100,0.75,100,40,63.61559512308606,76.9782077986093,0.0
100,0.8,100,40,63.50789411298507,75.11254451387713,0.0
100,0.85,100,40,63.764023405914365,79.5493740061394,0.0
100,0.9,100,40,63.74139714328813,79.15742793791824,0.0
100,0.95,100,40,63.71243552712649,78.65573697059509,0.0
100,1.0,100,40,63.58029815338907,76.36677193218448,0.0
150,0.6,100,40,63.81470623419719,80.42733319895433,0.0
150,0.65,100,40,63.67351835540934,77.98158973325508,0.0
150,0.7,100,40,63.5576718907628,75.97482586396339,0.0
150,0.75,100,40,63.557671890762855,75.97482586396339,0.0
150,0.8,100,40,63.60201936551029,76.7430401576767,0.0
150,0.85,100,40,63.82285168874265,80.56843378351392,0.0
150,0.9,100,40,63.631886032177036,77.26040896772837,0.0
150,0.95,100,40,63.579393102884055,76.35109408945556,0.0
150,1.0,100,40,63.67261330490427,77.96591189052623,0.0
200,0.6,100,40,80.16412901583477,56.245436290615224,0.0
200,0.65,100,40,80.24558356128927,57.20170243262435,0.05611672278338946
200,0.7,100,40,80.38948659159236,58.89695144213045,0.0
200,0.75,100,40,80.26458962189531,57.42743702080876,0.0
200,0.8,100,40,80.27680780371357,57.57119386637288,0.0
200,0.85,100,40,80.21435931886505,56.836436655712035,0.0
200,0.9,100,40,80.37998356128931,58.783027733829215,0.02348146556184381
200,0.95,100,40,80.24286840977406,57.17186929536146,0.0
200,1.0,100,40,80.26458962189537,57.427437020808796,0.0
250,0.6,100,40,80.16820174310747,56.29335523913663,0.0
250,0.65,100,40,80.33518356128927,58.25803212851229,0.0
250,0.7,100,40,80.2890259855317,57.714950711936936,0.0
250,0.75,100,40,80.2116441673499,56.804490690031095,0.0
250,0.8,100,40,80.35826234916806,58.52957283680001,0.0
250,0.85,100,40,80.18041992492567,56.43711208470069,0.0
250,0.9,100,40,80.05145022795607,54.91967871485762,0.0
250,0.95,100,40,80.46958356128926,59.83935742971709,0.0
250,1.0,100,40,80.36640780371356,58.625410733842756,0.0
300,0.6,100,40,97.41333866450469,47.226847276525994,0.05846109643487075
300,0.65,100,40,97.67389573256736,49.5489757090509,0.1496444447991572
300,0.7,100,40,97.44590829801255,47.517647575703215,0.05846109643487075
300,0.75,100,40,97.58704337654656,48.92752909648483,0.12390560029370216
300,0.8,100,40,97.5128569891121,48.117540726680986,0.0
300,0.85,100,40,97.63589782680836,49.2097086933441,0.1496444447991572
300,0.9,100,40,97.40791039225341,47.17838055999652,0.0748222223995786
300,0.95,100,40,97.3681030624104,46.82509495255973,0.0
300,1.0,100,40,97.31020149172993,46.30811664291141,0.0
350,0.6,100,40,97.45676484251513,47.61671798920897,0.0
350,0.65,100,40,97.46943081110149,47.72980699444459,0.0
350,0.7,100,40,97.4404800257612,47.51260904016504,0.13328331883444935
350,0.75,100,40,97.4766685074367,47.79229230270405,0.0
350,0.8,100,40,97.41152924042093,47.212828684796165,0.0
350,0.85,100,40,97.45857426659897,47.70667851666888,0.042099970470162895
350,0.9,100,40,97.38438787916441,46.96835812170185,0.02573884450545504
350,0.95,100,40,97.54723604670363,48.42235961758812,0.042099970470162895
350,1.0,100,40,97.5219041095308,48.18977066577695,0.18236669672857292
400,0.6,100,40,113.9839930359223,40.71790982748197,0.25964443469503745
400,0.65,100,40,113.83251041909986,39.62802527553037,0.29234926364279945
400,0.7,100,40,113.96364462470741,40.55891106442536,0.5192888693900749
400,0.75,100,40,114.1761724751746,42.08284248278708,0.661873946814769
400,0.8,100,40,114.05860387704377,41.2558083981252,0.23152625858751033
400,0.85,100,40,114.04051640040836,41.11948693028575,0.29693591648303436
400,0.9,100,40,114.09025696115596,41.47450685881794,0.5121097605966637
400,0.95,100,40,114.20104275554843,42.31726043220981,0.7835199569253471
400,1.0,100,40,114.2394786433989,42.54600905782834,0.4139952737533777
450,0.6,100,40,114.05860387704382,41.2579558692632,0.17070325353222124
450,0.65,100,40,113.90033845648303,40.17734839262764,0.1379984245844592
450,0.7,100,40,114.29600200788495,42.94973363177004,0.39764285927949666
450,0.75,100,40,114.11512724152985,41.65309055865297,0.4257610353870238
450,0.8,100,40,114.24400051255788,42.58277376371069,0.24329202022115642
450,0.85,100,40,114.09251789573551,41.49288921175911,0.25964443469503745
450,0.9,100,40,114.14225845648316,41.8500566114292,0.30411502527644557
450,0.95,100,40,114.03373359666996,41.072929756014155,0.32046743975032654
450,1.0,100,40,114.23947864339894,42.59540089400205,0.563759459971483
500,0.6,100,40,130.32445202720595,34.14225955860606,2.7153317265809864
