K_min,Rate,Delay,Packet latency (ms),Latency (ms),Bandwidth increase (%),Loss rate (%)
50,0.6,100,100,107.65717979798585,161.85595450302088,0.0
50,0.65,100,100,107.64903434344015,161.58857482387657,0.0
50,0.7,100,100,107.70922020202624,163.56421356422138,0.0
50,0.75,100,100,107.69338181818777,163.04430863255163,0.0
50,0.8,100,100,107.73229898990488,164.32178932179696,0.0
50,0.85,100,100,107.65853737374316,161.9005177828785,0.0
50,0.9,100,100,107.88163232323816,169.22375010611103,0.0
50,0.95,100,100,107.6721131313189,162.34615058145212,0.0
50,1.0,100,100,107.83094949495529,167.5600543247684,0.0
100,0.6,100,100,124.75233855742898,96.66957826603391,0.0
100,0.65,100,100,124.64916279985339,94.88230419494595,0.0
100,0.7,100,100,124.79940118369174,97.48482608793358,0.0
100,0.75,100,100,124.9161526988432,99.5051940112331,0.004775891300713995
100,0.8,100,100,124.73604764833819,96.38737709691463,0.0
100,0.85,100,100,124.78311027460096,97.2026249188147,0.0
100,0.9,100,100,124.92158300187356,99.60133485632676,0.0
100,0.95,100,100,124.94058906247967,99.9305695536326,0.0
100,1.0,100,100,124.73695269884315,96.40305493964355,0.0
150,0.6,100,100,124.94873451702516,100.07167013819206,0.0
150,0.65,100,100,124.71251633520686,95.97767939724419,0.021093519911486815
150,0.7,100,100,124.6745042139947,95.32128379135385,0.0
150,0.75,100,100,124.83379310288366,98.08058411162989,0.0
150,0.8,100,100,124.85822946651986,98.50388586530832,0.0
150,0.85,100,100,124.67178906247953,95.27425026316718,0.0
150,0.9,100,100,125.04376482005544,101.71784362471983,0.0
150,0.95,100,100,124.56680320389371,93.45562050662154,0.0
150,1.0,100,100,124.98493653722709,100.69671005862462,0.0
200,0.6,100,100,141.93440780371776,77.06998025773002,0.08875198000493509
200,0.65,100,100,141.92490477341443,76.95816937784686,0.11223344556677892
200,0.7,100,100,141.96291689462655,77.40752572579773,0.04895288583231846
200,0.75,100,100,141.82580174311107,75.79636728732973,0.0
