N,B,T,Packet latency (ms),R,k,n,Frame latency (ms),Bandwidth increase (%),Loss rate (%)
9,9,41,40,0.7762280169799879,1280,1649,43.27840000000348,60.078125000000014,0.19928743453049008
9,10,41,40,0.757396449704142,1280,1690,43.344000000004065,63.28125,0.0
9,11,41,40,0.7394569612940497,1280,1731,43.409600000005476,66.484375,0.5883195379723157
9,12,41,40,0.7223476297968398,1280,1772,43.47519999999439,69.6875,0.0
9,13,41,40,0.7060121345835632,1280,1813,43.54079999999573,72.890625,0.0
9,14,41,40,0.6903991370010788,1280,1854,43.606399999996285,76.09375,0.43069584736251404
9,15,41,40,0.6754617414248021,1280,1895,43.67199999999762,79.296875,0.0
9,16,41,40,0.6611570247933884,1280,1936,43.73759999999514,82.5,0.0
9,17,41,40,0.6474456246838645,1280,1977,43.80319999999648,85.703125,0.33759177422371867
9,18,41,40,0.6342913776015857,1280,2018,43.86879999999706,88.90625,0.4088921623643845
9,19,41,40,0.6216610004856726,1280,2059,43.934399999998405,92.109375,0.39116570800598577
10,10,41,40,0.7515151515151515,1240,1650,43.27999999999894,65.32258064515625,0.796495420151334
10,11,41,40,0.7332939089296274,1240,1691,43.34560000000053,68.62903225806174,0.3885328795723061
10,12,41,40,0.7159353348729792,1240,1732,43.41120000000187,71.93548387096938,0.0
10,13,41,40,0.6993795826283136,1240,1773,43.476800000002456,75.24193548387491,0.0
10,14,41,40,0.6835722160970231,1240,1814,43.5424000000038,78.54838709678286,0.465195563761872
10,15,41,40,0.6684636118598383,1240,1855,43.60800000000131,81.8548387096823,0.0
10,16,41,40,0.6540084388185654,1240,1896,43.673600000002665,85.16129032258914,0.5990007602910828
10,17,41,40,0.6401652039235932,1240,1937,43.739200000004274,88.46774193547179,0.0
10,18,41,40,0.6268958543983822,1240,1978,43.80480000000485,91.77419354837916,0.41858247951437916
10,19,41,40,0.6141654284299158,1240,2019,43.870400000006214,95.08064516128486,0.39593968357409215
11,11,41,40,0.7268322228952151,1200,1651,43.28159999999537,70.91666666666997,0.0
11,12,41,40,0.7092198581560284,1200,1692,43.34719999999593,74.33333333332929,0.0
11,13,41,40,0.6924408540103866,1200,1733,43.41279999999726,77.75,0.0
11,14,41,40,0.6764374295377678,1200,1774,43.47839999999885,81.166666666672,0.2083489213118843
11,15,41,40,0.6611570247933884,1200,1815,43.54399999999633,84.58333333332743,0.0
11,16,41,40,0.646551724137931,1200,1856,43.60959999999767,88.0,0.0
11,17,41,40,0.632577754348972,1200,1898,43.67679999999461,91.5,0.0
11,18,41,40,0.6191950464396285,1200,1938,43.740799999999595,94.83333333332597,0.0
11,19,41,40,0.6063668519454269,1200,1980,43.80799999999657,98.33333333332568,0.0
12,12,41,40,0.7021791767554479,1160,1652,43.28320000000363,76.89655172413325,0.0
12,13,41,40,0.6851742468989959,1160,1693,43.34880000000498,80.43103448276587,0.0
12,14,41,40,0.6689734717416379,1160,1734,43.414400000002466,83.96551724138732,0.0
12,15,41,40,0.6535211267605633,1160,1776,43.4815999999992,87.58620689656358,0.0
12,16,41,40,0.6387665198237885,1160,1816,43.54560000000441,91.03448275861237,0.0
12,17,41,40,0.624663435648896,1160,1857,43.611200000005766,94.56896551723162,0.607882787001561
12,18,41,40,0.6111696522655427,1160,1898,43.67679999999461,98.10344827587049,0.0
12,19,41,40,0.5982465188241362,1160,1939,43.74239999999594,101.63793103448792,0.0
13,13,41,40,0.677555958862674,1120,1653,43.284799999995954,83.30357142857648,0.0
13,14,41,40,0.6611570247933884,1120,1694,43.350399999997286,86.96428571427639,0.0
13,15,41,40,0.6455331412103746,1120,1735,43.41599999999786,90.625,0.0
13,16,41,40,0.6306306306306306,1120,1776,43.4815999999992,94.28571428572482,0.0
13,17,41,40,0.6164006604292791,1120,1817,43.54720000000085,97.94642857142303,0.0
13,18,41,40,0.6027987082884823,1120,1858,43.612800000002196,101.60714285714877,0.0
13,19,41,40,0.5897840968931016,1120,1899,43.67840000000277,105.26785714285086,0.0
14,14,41,40,0.652962515114873,1080,1654,43.28640000000402,90.18518518518,0.0
14,15,41,40,0.6371681415929203,1080,1695,43.35200000000537,93.98148148147226,0.0
14,16,41,40,0.6221198156682027,1080,1736,43.41759999999431,97.77777777776627,0.0
