N,B,T,Packet latency (ms),R,k,n,Frame latency (ms),Bandwidth increase (%),Loss rate (%)
14,16,41,40,0.6221198156682027,1080,1736,140.0,97.77777777776627,28.643707306258747
14,17,41,40,0.6077658975801914,1080,1777,140.0,101.5740740740861,25.567454379182774
14,18,41,40,0.5940594059405941,1080,1818,140.0,105.37037037037719,31.432327389117514
14,19,41,40,0.5809575040344271,1080,1859,140.0,109.1666666666697,34.762404566931316
15,15,41,40,0.6283987915407855,1040,1655,140.0,97.59615384614143,27.95341232841233
15,16,41,40,0.6132075471698114,1040,1696,140.0,101.53846153845433,14.972733028288584
15,17,41,40,0.5987334484743811,1040,1737,140.0,105.48076923076168,25.960639155083598
15,18,41,40,0.5849268841394826,1040,1778,140.0,109.42307692307274,26.949660421882644
15,19,41,40,0.5717427157779,1040,1819,140.0,113.36538461537808,32.64770209214654
16,16,41,40,0.6038647342995169,1000,1656,140.0,105.59999999998944,25.826038159371496
16,17,41,40,0.5892751915144373,1000,1697,140.0,109.7000000000024,20.68458660680883
16,18,41,40,0.5753739930955121,1000,1738,140.0,113.79999999999936,19.954096520763187
16,19,41,40,0.5621135469364812,1000,1779,140.0,117.9000000000119,22.015432098765434
17,17,41,40,0.5793602896801447,960,1658,140.0,114.375,11.880183002868188
17,18,41,40,0.5653710247349824,960,1698,140.0,118.54166666666639,17.883230452674898
17,19,41,40,0.5520414031052329,960,1739,140.0,122.81249999999997,16.792188863948123
18,18,41,40,0.5548854041013269,920,1658,140.0,123.69565217391317,16.650360285625986
18,19,41,40,0.5414949970570924,920,1700,140.0,128.26086956522045,13.831958880268058
19,19,41,40,0.5304400241109102,880,1659,140.0,133.97727272728525,8.22339557188042
