K_min,Rate,Delay,Packet latency (ms),Latency (ms),Bandwidth increase (%),Loss rate (%)
50,0.6,100,40,46.353907070711806,119.0752058399176,0.0
50,0.65,100,40,46.34530909091376,118.79297173415391,0.0
50,0.7,100,40,46.35028686869153,118.95637042696441,0.0
50,0.75,100,40,46.3398787878835,118.61471861472458,0.0
50,0.8,100,40,46.30910707071182,117.60461760462339,0.0
50,0.85,100,40,46.32268282828756,118.05025040319731,0.0
50,0.9,100,40,46.30367676768152,117.42636448519382,0.0
50,0.95,100,40,46.33535353535827,118.46617434853303,0.0
50,1.0,100,40,46.3299232323279,118.28792122910349,0.0
100,0.6,100,40,63.15311431500519,68.96683016417101,0.0
100,0.65,100,40,63.19836684025771,69.75072230061312,0.0
100,0.7,100,40,63.23004360793452,70.29944679612245,0.0
100,0.75,100,40,63.164879971570855,69.17064211964599,0.0
100,0.8,100,40,63.13410825439916,68.63759546686555,0.0
100,0.85,100,40,63.13591835540923,68.66895115232302,0.0
100,0.9,100,40,63.14044360793447,68.74734036596718,0.0
100,0.95,100,40,63.14406380995468,68.81005173688273,0.0
100,1.0,100,40,63.154924416015305,68.99818584962875,0.0
150,0.6,100,40,63.14949411298498,68.90411879325572,0.0
150,0.65,100,40,63.09157088066174,67.90073685860975,0.0
150,0.7,100,40,63.13410825439913,68.63759546686543,0.0
150,0.75,100,40,63.13682340591428,68.68462899505195,0.0
150,0.8,100,40,63.167595123085974,69.21767564783248,0.0
150,0.85,100,40,63.12234259783345,68.43378351139047,0.0
150,0.9,100,40,63.19203148672238,69.64097740151107,0.0
150,0.95,100,40,63.12324764833855,68.44946135411917,0.0
150,1.0,100,40,63.18298098167185,69.48419897422289,0.0
200,0.6,100,40,79.72155931886508,51.03824388462766,0.0
200,0.65,100,40,79.73513507644086,51.19797371303222,0.0
200,0.7,100,40,79.74871083401649,51.35770354143678,0.0
200,0.75,100,40,79.75549871280442,51.43756845563896,0.0
200,0.8,100,40,79.67268659159232,50.4632165023714,0.0
200,0.85,100,40,79.66318356128932,50.35140562248815,0.0
200,0.9,100,40,79.69440780371352,50.71878422781862,0.0
200,0.95,100,40,79.71884416734989,51.006297918946736,0.0
200,1.0,100,40,79.6849047734105,50.606973347935366,0.0
250,0.6,100,40,79.70119568250132,50.79864914202084,0.0
250,0.65,100,40,79.65775325825904,50.28751369112639,0.0
250,0.7,100,40,79.78265022795593,51.75702811244796,0.0
250,0.75,100,40,79.69305022795594,50.702811244978136,0.0
250,0.8,100,40,79.75549871280448,51.43756845563891,0.0
250,0.85,100,40,79.65232295522867,50.223621759764605,0.0
250,0.9,100,40,79.55050477341048,49.025648046730616,0.0
250,0.95,100,40,79.71748659159233,50.990324936106276,0.0
250,1.0,100,40,79.85052901583481,52.555677254470595,0.0
300,0.6,100,40,96.7908967796882,41.67146742825153,0.0
300,0.65,100,40,96.70042557549961,40.86368881942575,0.0
300,0.7,100,40,96.74747060167773,41.29678510271452,0.042099970470162895
300,0.75,100,40,96.87051143937406,42.38017562357152,0.042099970470162895
300,0.8,100,40,96.75651772209659,41.36451155689772,0.0
300,0.85,100,40,96.79451562785557,41.703778572604534,0.0
300,0.9,100,40,96.7782308111018,41.55837842301594,0.0
300,0.95,100,40,96.78004023518555,41.5745339951925,0.0
300,1.0,100,40,96.77823081110184,41.55837842301595,0.0
