N,B,T,Packet latency (ms),R,k,n,Frame latency (ms),Bandwidth increase (%),Loss rate (%)
9,9,41,40,0.7762280169799879,1280,1649,43.27840000000348,60.078125000000014,49.824167601945376
9,10,41,40,0.757396449704142,1280,1690,43.344000000004065,63.28125,46.68911335578002
9,11,41,40,0.7394569612940497,1280,1731,43.409600000005476,66.484375,55.14812476618032
9,12,41,40,0.7223476297968398,1280,1772,43.47519999999439,69.6875,52.524375701459036
9,13,41,40,0.7060121345835632,1280,1813,43.54079999999573,72.890625,61.16160154788627
9,14,41,40,0.6903991370010788,1280,1854,43.606399999996285,76.09375,51.50854610924055
9,15,41,40,0.6754617414248021,1280,1895,43.67199999999762,79.296875,45.09453621866816
9,16,41,40,0.6611570247933884,1280,1936,43.73759999999514,82.5,57.751473063973066
9,17,41,40,0.6474456246838645,1280,1977,43.80319999999648,85.703125,55.93600939955107
9,18,41,40,0.6342913776015857,1280,2018,43.86879999999706,88.90625,55.218241442199776
9,19,41,40,0.6216610004856726,1280,2059,43.934399999998405,92.109375,57.56330667789001
10,10,41,40,0.7515151515151515,1240,1650,43.27999999999894,65.32258064515625,46.1273427223248
10,11,41,40,0.7332939089296274,1240,1691,43.34560000000053,68.62903225806174,47.35276902839627
10,12,41,40,0.7159353348729792,1240,1732,43.41120000000187,71.93548387096938,43.033018355599
10,13,41,40,0.6993795826283136,1240,1773,43.476800000002456,75.24193548387491,47.74825615775436
10,14,41,40,0.6835722160970231,1240,1814,43.5424000000038,78.54838709678286,41.64409929642904
10,15,41,40,0.6684636118598383,1240,1855,43.60800000000131,81.8548387096823,46.74681401831939
10,16,41,40,0.6540084388185654,1240,1896,43.673600000002665,85.16129032258914,58.59533205411341
10,17,41,40,0.6401652039235932,1240,1937,43.739200000004274,88.46774193547179,58.22745073193102
10,18,41,40,0.6268958543983822,1240,1978,43.80480000000485,91.77419354837916,56.840658677576236
10,19,41,40,0.6141654284299158,1240,2019,43.870400000006214,95.08064516128486,50.238767604359005
11,11,41,40,0.7268322228952151,1200,1651,43.28159999999537,70.91666666666997,35.66914515525627
11,12,41,40,0.7092198581560284,1200,1692,43.34719999999593,74.33333333332929,37.08660680882903
11,13,41,40,0.6924408540103866,1200,1733,43.41279999999726,77.75,38.62384648958723
11,14,41,40,0.6764374295377678,1200,1774,43.47839999999885,81.166666666672,44.21427235316124
11,15,41,40,0.6611570247933884,1200,1815,43.54399999999633,84.58333333332743,39.4262844494326
11,16,41,40,0.646551724137931,1200,1856,43.60959999999767,88.0,44.71816934779898
11,17,41,40,0.632577754348972,1200,1898,43.67679999999461,91.5,38.067838882653696
11,18,41,40,0.6191950464396285,1200,1938,43.740799999999595,94.83333333332597,41.78819054744981
11,19,41,40,0.6063668519454269,1200,1980,43.80799999999657,98.33333333332568,40.234754956977184
12,12,41,40,0.7021791767554479,1160,1652,43.28320000000363,76.89655172413325,34.80178541481224
12,13,41,40,0.6851742468989959,1160,1693,43.34880000000498,80.43103448276587,33.64387811705819
12,14,41,40,0.6689734717416379,1160,1734,43.414400000002466,83.96551724138732,33.974128255737455
