N,B,T,Packet latency (ms),R,k,n,Frame latency (ms),Bandwidth increase (%),Loss rate (%)
12,15,41,100,0.6535211267605633,1160,1776,103.48160000000223,87.58620689656358,1.8978417637421467
12,16,41,100,0.6387665198237885,1160,1816,103.54560000000585,91.03448275861237,2.259826876685114
12,17,41,100,0.624663435648896,1160,1857,103.61119999999828,94.56896551723162,2.4046176967632906
12,18,41,100,0.6111696522655427,1160,1898,103.67680000000529,98.10344827587049,1.9055497503773364
12,19,41,100,0.5982465188241362,1160,1939,103.7423999999915,101.63793103448792,2.189068204393875
13,13,41,100,0.677555958862674,1120,1653,103.2848000000101,83.30357142857648,1.4398949815616482
13,14,41,100,0.6611570247933884,1120,1694,103.3503999999964,86.96428571427639,0.6487493987493987
13,15,41,100,0.6455331412103746,1120,1735,103.4160000000099,90.625,1.144630832130832
13,16,41,100,0.6306306306306306,1120,1776,103.48160000000223,94.28571428572482,0.4666372721928278
13,17,41,100,0.6164006604292791,1120,1817,103.54719999998862,97.94642857142303,0.572140051306718
13,18,41,100,0.6027987082884823,1120,1858,103.61280000000244,101.60714285714877,2.1503727753727753
13,19,41,100,0.5897840968931016,1120,1899,103.67839999998833,105.26785714285086,1.4706422692533803
14,14,41,100,0.652962515114873,1080,1654,103.28639999999326,90.18518518518,1.053712710091311
14,15,41,100,0.6371681415929203,1080,1695,103.3520000000071,93.98148148147226,1.240716492774106
14,16,41,100,0.6221198156682027,1080,1736,103.41759999999258,97.77777777776627,1.0899807401865014
14,17,41,100,0.6077658975801914,1080,1777,103.48320000000643,101.5740740740861,0.34681520278228095
14,18,41,100,0.5940594059405941,1080,1818,103.54879999999235,105.37037037037719,0.7601044740962437
14,19,41,100,0.5809575040344271,1080,1859,103.61440000000613,109.1666666666697,1.1167920632941208
15,15,41,100,0.6283987915407855,1040,1655,103.28799999999751,97.59615384614143,0.20414256525367636
15,16,41,100,0.6132075471698114,1040,1696,103.3535999999897,101.53846153845433,1.0046332268554492
15,17,41,100,0.5987334484743811,1040,1737,103.41920000000326,105.48076923076168,0.0
15,18,41,100,0.5849268841394826,1040,1778,103.4847999999895,109.42307692307274,0.4267388989611212
15,19,41,100,0.5717427157779,1040,1819,103.5504000000017,113.36538461537808,0.06543353765575988
16,16,41,100,0.6038647342995169,1000,1656,103.28960000000724,105.59999999998944,0.0
16,17,41,100,0.5892751915144373,1000,1697,103.35519999999364,109.7000000000024,0.2370557426112982
16,18,41,100,0.5753739930955121,1000,1738,103.42080000000747,113.79999999999936,0.0
16,19,41,100,0.5621135469364812,1000,1779,103.48639999999817,117.9000000000119,0.0
17,17,41,100,0.5793602896801447,960,1658,103.29279999999923,114.375,0.0
17,18,41,100,0.5653710247349824,960,1698,103.35680000000305,118.54166666666639,0.8038720538720537
17,19,41,100,0.5520414031052329,960,1739,103.4223999999953,122.81249999999997,0.4826038159371493
18,18,41,100,0.5548854041013269,920,1658,103.29279999999923,123.69565217391317,0.0
18,19,41,100,0.5414949970570924,920,1700,103.35999999998947,128.26086956522045,0.0
19,19,41,100,0.5304400241109102,880,1659,103.29440000000999,133.97727272728525,0.0
