N,B,T,Packet latency (ms),R,k,n,Frame latency (ms),Bandwidth increase (%),Loss rate (%)
9,9,41,100,0.7762280169799879,1280,1649,103.27840000000442,60.078125000000014,48.13258452581369
9,10,41,100,0.757396449704142,1280,1690,103.34399999999627,63.28125,55.03866792929293
9,11,41,100,0.7394569612940497,1280,1731,103.40960000001017,66.484375,42.55903946876169
9,12,41,100,0.7223476297968398,1280,1772,103.47519999998966,69.6875,46.59599466891133
9,13,41,100,0.7060121345835632,1280,1813,103.54080000000346,72.890625,43.475144968200524
9,14,41,100,0.6903991370010788,1280,1854,103.60639999999556,76.09375,57.13220164609053
9,15,41,100,0.6754617414248021,1280,1895,103.67200000000933,79.296875,53.18484322390572
9,16,41,100,0.6611570247933884,1280,1936,103.73759999999398,82.5,56.728161242050135
9,17,41,100,0.6474456246838645,1280,1977,103.80320000000766,85.703125,57.946084104938265
9,18,41,100,0.6342913776015857,1280,2018,103.86880000000002,88.90625,65.77566755518146
9,19,41,100,0.6216610004856726,1280,2059,103.93440000001371,92.109375,54.853234310699584
10,10,41,100,0.7515151515151515,1240,1650,103.28000000001416,65.32258064515625,47.71279099236089
10,11,41,100,0.7332939089296274,1240,1691,103.34560000000053,68.62903225806174,43.20513980908246
10,12,41,100,0.7159353348729792,1240,1732,103.4111999999868,71.93548387096938,44.89657627650459
10,13,41,100,0.6993795826283136,1240,1773,103.4768000000003,75.24193548387491,43.39095857017004
10,14,41,100,0.6835722160970231,1240,1814,103.54239999999267,78.54838709678286,47.02439568927024
10,15,41,100,0.6684636118598383,1240,1855,103.60800000000486,81.8548387096823,48.99080409833098
10,16,41,100,0.6540084388185654,1240,1896,103.67359999999108,85.16129032258914,44.61913037181854
10,17,41,100,0.6401652039235932,1240,1937,103.73920000000491,88.46774193547179,51.37488987847411
10,18,41,100,0.6268958543983822,1240,1978,103.80479999999721,91.77419354837916,47.47037278399285
10,19,41,100,0.6141654284299158,1240,2019,103.8704000000109,95.08064516128486,46.36964024956857
11,11,41,100,0.7268322228952151,1200,1651,103.2815999999908,70.91666666666997,36.151031924180074
11,12,41,100,0.7092198581560284,1200,1692,103.34720000000436,74.33333333332929,33.092717296421
11,13,41,100,0.6924408540103866,1200,1733,103.41279999999662,77.75,36.99521449058486
11,14,41,100,0.6764374295377678,1200,1774,103.47840000001058,81.166666666672,40.66501434094027
11,15,41,100,0.6611570247933884,1200,1815,103.54399999999524,84.58333333332743,38.02586045641601
11,16,41,100,0.646551724137931,1200,1856,103.609600000009,88.0,45.0529991270732
11,17,41,100,0.632577754348972,1200,1898,103.67680000000529,91.5,47.07048883900736
11,18,41,100,0.6191950464396285,1200,1938,103.74080000001493,94.83333333332597,51.41283202394313
