0.000000000,0x00004ea9,59201,5201,0,0,0
0.000029000,0x00000000,5201,59201,0,1,0
0.019844000,0x00002350,59201,5201,1,1,0
0.026907000,0x000099de,59201,5201,1,1,37
0.026917000,0x00007ae7,5201,59201,1,38,0
0.026943000,0x00007ae8,5201,59201,1,38,1
0.046513000,0x0000048b,59201,5201,38,2,4
0.052607000,0x0000a037,59201,5201,38,2,0
0.086709000,0x00007ae9,5201,59201,2,42,0
0.105853000,0x0000304d,59201,5201,42,2,129
0.105857000,0x00007aea,5201,59201,2,171,0
0.105896000,0x00007aeb,5201,59201,2,171,1
0.126535000,0x0000189c,59201,5201,171,3,0
0.132006000,0x00003fb5,62387,5201,0,0,0
0.132025000,0x00000000,5201,62387,0,1,0
0.153225000,0x000001f3,62387,5201,1,1,0
0.158244000,0x00002fa9,62387,5201,1,1,37
0.158255000,0x00005964,5201,62387,1,38,0
0.159235000,0x00007aec,5201,59201,3,171,1
0.159282000,0x00005965,5201,62387,1,38,2896
0.159290000,0x00005967,5201,62387,2897,38,2896
0.159305000,0x00005969,5201,62387,5793,38,2896
0.159326000,0x0000596b,5201,62387,8689,38,2896
0.159330000,0x0000596d,5201,62387,11585,38,2896
0.182519000,0x0000b454,59201,5201,171,4,0
0.182524000,0x00007aed,5201,59201,4,171,1
0.189502000,0x0000733a,62387,5201,38,2897,0
0.189527000,0x0000596f,5201,62387,14481,38,2896
0.189532000,0x00005971,5201,62387,17377,38,2896
0.189537000,0x000015d5,62387,5201,38,8689,0
0.189558000,0x0000608c,62387,5201,38,14481,0
0.189576000,0x00005973,5201,62387,20273,38,2896
0.189588000,0x00005975,5201,62387,23169,38,2896
0.189614000,0x00005977,5201,62387,26065,38,2896
0.189617000,0x00005979,5201,62387,28961,38,2896
0.189659000,0x0000597b,5201,62387,31857,38,2896
0.189662000,0x0000597d,5201,62387,34753,38,2896
0.189688000,0x0000597f,5201,62387,37649,38,2896
0.189716000,0x00005981,5201,62387,40545,38,2896
0.201820000,0x0000ef2d,59201,5201,171,5,0
0.208157000,0x0000a06f,62387,5201,38,14481,0
0.213842000,0x0000ac27,62387,5201,38,23169,0
0.213852000,0x00005983,5201,62387,43441,38,2896
0.213857000,0x00005985,5201,62387,46337,38,2896
0.213867000,0x000078a0,62387,5201,38,34753,0
0.213878000,0x0000e969,62387,5201,38,43441,0
0.213916000,0x00005987,5201,62387,49233,38,2896
0.213926000,0x00005989,5201,62387,52129,38,4344
0.213932000,0x0000598c,5201,62387,56473,38,4344
0.213985000,0x0000598f,5201,62387,60817,38,4344
0.214042000,0x00005992,5201,62387,65161,38,4344
0.214053000,0x00005995,5201,62387,69505,38,4344
0.214101000,0x00005998,5201,62387,73849,38,2896
0.214107000,0x0000599a,5201,62387,76745,38,4344
0.214148000,0x0000599d,5201,62387,81089,38,4344
0.214192000,0x000059a0,5201,62387,85433,38,4344
0.214198000,0x000059a3,5201,62387,89777,38,4344
0.214241000,0x000059a6,5201,62387,94121,38,4344
0.214300000,0x000059a9,5201,62387,98465,38,2896
0.238192000,0x0000fd92,62387,5201,38,52129,0
0.238198000,0x000059ab,5201,62387,101361,38,4344
0.238201000,0x000059ae,5201,62387,105705,38,4344
0.238206000,0x00007fb7,62387,5201,38,62265,0
0.238226000,0x000059b1,5201,62387,110049,38,4344
0.238231000,0x000059b4,5201,62387,114393,38,5792
0.238294000,0x000059b8,5201,62387,120185,38,5792
0.238338000,0x000059bc,5201,62387,125977,38,5792
0.238395000,0x000059c0,5201,62387,131769,38,5792
0.244726000,0x00009b73,62387,5201,38,75297,0
0.244733000,0x000059c4,5201,62387,137561,38,4344
0.244736000,0x000059c7,5201,62387,141905,38,5792
0.244739000,0x000059cb,5201,62387,147697,38,5792
0.244743000,0x000012a3,62387,5201,38,88329,0
0.244749000,0x000091b7,62387,5201,38,101361,0
0.244836000,0x000059cf,5201,62387,153489,38,5792
0.244842000,0x000059d3,5201,62387,159281,38,7240
0.244846000,0x000059d8,5201,62387,166521,38,7240
0.244953000,0x000059dd,5201,62387,173761,38,7240
0.245024000,0x000059e2,5201,62387,181001,38,7240
0.245028000,0x000059e7,5201,62387,188241,38,7240
0.245094000,0x000059ec,5201,62387,195481,38,7240
0.245165000,0x000059f1,5201,62387,202721,38,4344
0.245168000,0x000059f4,5201,62387,207065,38,7240
0.245237000,0x000059f9,5201,62387,214305,38,2896
0.260353000,0x0000ae3b,62387,5201,38,117289,0
0.260359000,0x000059fb,5201,62387,217201,38,8688
0.260363000,0x00005a01,5201,62387,225889,38,8688
0.260387000,0x00005a07,5201,62387,234577,38,8688
0.267049000,0x0000b524,62387,5201,38,137561,0
0.267056000,0x00005a0d,5201,62387,243265,38,10136
0.267068000,0x00005a14,5201,62387,253401,38,10136
0.267074000,0x00005f3c,62387,5201,38,154937,0
0.267194000,0x00005a1b,5201,62387,263537,38,8688
0.271721000,0x00004357,62387,5201,38,175209,0
0.271734000,0x00005a21,5201,62387,272225,38,13032
0.271742000,0x00005a2a,5201,62387,285257,38,13032
0.271751000,0x00007726,62387,5201,38,198377,0
0.271759000,0x00005a33,5201,62387,298289,38,15928
0.278068000,0x00002864,62387,5201,38,217201,0
0.278073000,0x00005a3e,5201,62387,314217,38,15928
0.278177000,0x00005a49,5201,62387,330145,38,7240
0.283818000,0x0000d0dd,62387,5201,38,240369,0
0.283825000,0x00005a4e,5201,62387,337385,38,18824
0.283830000,0x00005a5b,5201,62387,356209,38,18824
0.283839000,0x00004481,62387,5201,38,246161,0
0.283967000,0x00005a68,5201,62387,375033,38,18824
0.284270000,0x00005a75,5201,62387,393857,38,8688
0.284275000,0x00005a7b,5201,62387,402545,38,18824
0.284280000,0x00005a88,5201,62387,421369,38,18824
0.284520000,0x00005a95,5201,62387,440193,38,18824
0.284702000,0x00005aa2,5201,62387,459017,38,8688
0.292336000,0x00004df9,62387,5201,38,276569,0
0.292361000,0x00005aa8,5201,62387,467705,38,21720
0.298208000,0x000056c3,62387,5201,38,282361,0
0.298217000,0x00005ab7,5201,62387,489425,38,16680
0.303842000,0x0000b4db,62387,5201,38,314217,0
0.303850000,0x00005ac3,5201,62387,506105,38,23168
0.303858000,0x00001d6b,62387,5201,38,344625,0
0.303861000,0x00005ad3,5201,62387,529273,38,2896
0.304041000,0x00005ad5,5201,62387,532169,38,696
0.304045000,0x00005ad6,5201,62387,532865,38,26064
0.311497000,0x00008d75,62387,5201,38,370689,0
0.311507000,0x00005ae8,5201,62387,558929,38,27512
0.311724000,0x00005afb,5201,62387,586441,38,11584
0.316309000,0x0000a1a9,62387,5201,38,401097,0
0.316316000,0x00005b03,5201,62387,598025,38,28960
0.316326000,0x000094c9,62387,5201,38,432953,0
0.316329000,0x00005b17,5201,62387,626985,38,30408
0.316740000,0x00005b2c,5201,62387,657393,38,5792
0.321887000,0x0000a0c8,62387,5201,38,464809,0
0.321892000,0x00005b30,5201,62387,663185,38,31856
0.321903000,0x000026a9,62387,5201,38,490873,0
0.321906000,0x00005b46,5201,62387,695041,38,30408
0.322328000,0x00005b5b,5201,62387,725449,38,2896
0.328262000,0x0000200b,62387,5201,38,522033,0
0.328268000,0x00005b5d,5201,62387,728345,38,30408
0.333813000,0x0000c8c7,62387,5201,38,553137,0
0.333823000,0x00005b72,5201,62387,758753,38,30408
0.333834000,0x0000085b,62387,5201,38,577753,0
0.334017000,0x00005b87,5201,62387,789161,38,4344
0.334022000,0x00005b8a,5201,62387,793505,38,30408
0.334032000,0x00005b9f,5201,62387,823913,38,30408
0.334507000,0x00005bb4,5201,62387,854321,38,4344
0.334512000,0x00005bb7,5201,62387,858665,38,30408
0.334522000,0x00005bcc,5201,62387,889073,38,30408
0.334948000,0x00005be1,5201,62387,919481,38,4344
