"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.13","52.71.251.84","TCP","78","62388  >  5201 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=2935393595 TSecr=0 SACK_PERM=1"
"2","0.028477","52.71.251.84","192.168.0.13","TCP","74","5201  >  62388 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM=1 TSval=254569686 TSecr=2935393595 WS=128"
"3","0.028502","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=2935393618 TSecr=254569686"
"4","0.028540","192.168.0.13","52.71.251.84","TCP","103","62388  >  5201 [PSH, ACK] Seq=1 Ack=1 Win=131744 Len=37 TSval=2935393618 TSecr=254569686"
"5","0.061093","52.71.251.84","192.168.0.13","TCP","66","5201  >  62388 [ACK] Seq=1 Ack=38 Win=26880 Len=0 TSval=254569719 TSecr=2935393618"
"6","0.069179","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=1 Ack=38 Win=26880 Len=1448 TSval=254569720 TSecr=2935393618"
"7","0.069183","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=1449 Ack=38 Win=26880 Len=1448 TSval=254569720 TSecr=2935393618"
"8","0.069185","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=2897 Ack=38 Win=26880 Len=1448 TSval=254569720 TSecr=2935393618"
"9","0.069214","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=2897 Win=128864 Len=0 TSval=2935393653 TSecr=254569720"
"10","0.069306","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=4345 Ack=38 Win=26880 Len=1448 TSval=254569720 TSecr=2935393618"
"11","0.069309","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=5793 Ack=38 Win=26880 Len=1448 TSval=254569720 TSecr=2935393618"
"12","0.069325","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=5793 Win=125952 Len=0 TSval=2935393653 TSecr=254569720"
"13","0.069434","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=7241 Ack=38 Win=26880 Len=1448 TSval=254569720 TSecr=2935393618"
"14","0.069461","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=8689 Win=123072 Len=0 TSval=2935393653 TSecr=254569720"
"15","0.069569","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=8689 Ack=38 Win=26880 Len=1448 TSval=254569720 TSecr=2935393618"
"16","0.069572","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=10137 Ack=38 Win=26880 Len=1448 TSval=254569720 TSecr=2935393618"
"17","0.069588","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=11585 Win=120160 Len=0 TSval=2935393653 TSecr=254569720"
"18","0.071656","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=11585 Ack=38 Win=26880 Len=1448 TSval=254569720 TSecr=2935393618"
"19","0.071660","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=13033 Ack=38 Win=26880 Len=1448 TSval=254569720 TSecr=2935393618"
"20","0.071684","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=14481 Win=117280 Len=0 TSval=2935393655 TSecr=254569720"
"21","0.096259","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=14481 Win=131072 Len=0 TSval=2935393676 TSecr=254569720"
"22","0.096403","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=14481 Ack=38 Win=26880 Len=1448 TSval=254569756 TSecr=2935393655"
"23","0.096632","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=15929 Ack=38 Win=26880 Len=1448 TSval=254569756 TSecr=2935393655"
"24","0.096635","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=17377 Ack=38 Win=26880 Len=1448 TSval=254569756 TSecr=2935393655"
"25","0.096656","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=17377 Win=129600 Len=0 TSval=2935393676 TSecr=254569756"
"26","0.096676","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=18825 Win=131072 Len=0 TSval=2935393676 TSecr=254569756"
"27","0.096983","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=18825 Ack=38 Win=26880 Len=1448 TSval=254569756 TSecr=2935393655"
"28","0.097027","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=20273 Ack=38 Win=26880 Len=1448 TSval=254569756 TSecr=2935393655"
"29","0.097043","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=21721 Win=129600 Len=0 TSval=2935393677 TSecr=254569756"
"30","0.097180","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=21721 Ack=38 Win=26880 Len=1448 TSval=254569756 TSecr=2935393655"
"31","0.097216","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=23169 Win=131072 Len=0 TSval=2935393677 TSecr=254569756"
"32","0.097426","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=23169 Ack=38 Win=26880 Len=1448 TSval=254569756 TSecr=2935393655"
"33","0.100523","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=24617 Ack=38 Win=26880 Len=1448 TSval=254569756 TSecr=2935393655"
"34","0.100525","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=26065 Ack=38 Win=26880 Len=1448 TSval=254569756 TSecr=2935393655"
"35","0.100545","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=26065 Win=129600 Len=0 TSval=2935393680 TSecr=254569756"
"36","0.100591","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=27513 Win=131072 Len=0 TSval=2935393680 TSecr=254569756"
"37","0.100638","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=27513 Ack=38 Win=26880 Len=1448 TSval=254569756 TSecr=2935393655"
"38","0.100658","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=28961 Win=129600 Len=0 TSval=2935393680 TSecr=254569756"
"39","0.120931","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=28961 Ack=38 Win=26880 Len=1448 TSval=254569780 TSecr=2935393680"
"40","0.120937","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=30409 Ack=38 Win=26880 Len=1448 TSval=254569780 TSecr=2935393680"
"41","0.120986","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=31857 Win=128160 Len=0 TSval=2935393697 TSecr=254569780"
"42","0.121018","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=31857 Win=131072 Len=0 TSval=2935393697 TSecr=254569780"
"43","0.121121","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=31857 Ack=38 Win=26880 Len=1448 TSval=254569780 TSecr=2935393680"
"44","0.121223","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=33305 Ack=38 Win=26880 Len=1448 TSval=254569780 TSecr=2935393680"
"45","0.121255","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=34753 Win=129600 Len=0 TSval=2935393697 TSecr=254569780"
"46","0.121465","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=34753 Ack=38 Win=26880 Len=1448 TSval=254569780 TSecr=2935393680"
"47","0.121467","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=36201 Ack=38 Win=26880 Len=1448 TSval=254569780 TSecr=2935393680"
"48","0.121494","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=37649 Win=128160 Len=0 TSval=2935393697 TSecr=254569780"
"49","0.121501","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=37649 Win=131072 Len=0 TSval=2935393697 TSecr=254569780"
"50","0.121834","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=37649 Ack=38 Win=26880 Len=1448 TSval=254569780 TSecr=2935393680"
"51","0.124128","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=39097 Ack=38 Win=26880 Len=1448 TSval=254569780 TSecr=2935393680"
"52","0.124196","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=40545 Win=129600 Len=0 TSval=2935393700 TSecr=254569780"
"53","0.127599","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=40545 Ack=38 Win=26880 Len=1448 TSval=254569786 TSecr=2935393680"
"54","0.127647","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=41993 Ack=38 Win=26880 Len=1448 TSval=254569786 TSecr=2935393680"
"55","0.127674","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=41993 Win=131072 Len=0 TSval=2935393703 TSecr=254569786"
"56","0.128102","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=43441 Ack=38 Win=26880 Len=1448 TSval=254569786 TSecr=2935393680"
"57","0.128155","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=44889 Win=129600 Len=0 TSval=2935393703 TSecr=254569786"
"58","0.145147","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=44889 Ack=38 Win=26880 Len=1448 TSval=254569805 TSecr=2935393703"
"59","0.145205","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=46337 Win=131072 Len=0 TSval=2935393718 TSecr=254569805"
"60","0.145522","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=46337 Ack=38 Win=26880 Len=1448 TSval=254569805 TSecr=2935393703"
"61","0.145527","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=47785 Ack=38 Win=26880 Len=1448 TSval=254569805 TSecr=2935393703"
"62","0.145529","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=49233 Ack=38 Win=26880 Len=1448 TSval=254569805 TSecr=2935393703"
"63","0.145531","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=50681 Ack=38 Win=26880 Len=1448 TSval=254569805 TSecr=2935393703"
"64","0.145565","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=49233 Win=128160 Len=0 TSval=2935393718 TSecr=254569805"
"65","0.145576","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=52129 Win=125280 Len=0 TSval=2935393718 TSecr=254569805"
"66","0.145629","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=52129 Win=131072 Len=0 TSval=2935393718 TSecr=254569805"
"67","0.145908","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=52129 Ack=38 Win=26880 Len=1448 TSval=254569805 TSecr=2935393703"
"68","0.146601","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=53577 Ack=38 Win=26880 Len=1448 TSval=254569805 TSecr=2935393703"
"69","0.146604","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=55025 Ack=38 Win=26880 Len=1448 TSval=254569805 TSecr=2935393703"
"70","0.146649","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=55025 Win=129600 Len=0 TSval=2935393719 TSecr=254569805"
"71","0.146689","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=56473 Win=131072 Len=0 TSval=2935393719 TSecr=254569805"
"72","0.156043","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=56473 Ack=38 Win=26880 Len=1448 TSval=254569816 TSecr=2935393703"
"73","0.156044","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=57921 Ack=38 Win=26880 Len=1448 TSval=254569816 TSecr=2935393703"
"74","0.156075","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=59369 Win=128160 Len=0 TSval=2935393725 TSecr=254569816"
"75","0.156086","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=59369 Win=131072 Len=0 TSval=2935393725 TSecr=254569816"
"76","0.156508","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=59369 Ack=38 Win=26880 Len=1448 TSval=254569816 TSecr=2935393703"
"77","0.177884","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=60817 Ack=38 Win=26880 Len=1448 TSval=254569834 TSecr=2935393719"
"78","0.177887","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=62265 Ack=38 Win=26880 Len=1448 TSval=254569834 TSecr=2935393719"
"79","0.177914","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=62265 Win=129600 Len=0 TSval=2935393744 TSecr=254569816"
"80","0.177924","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=63713 Ack=38 Win=26880 Len=1448 TSval=254569834 TSecr=2935393719"
"81","0.177935","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=65161 Win=128160 Len=0 TSval=2935393744 TSecr=254569834"
"82","0.177940","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=65161 Win=131072 Len=0 TSval=2935393744 TSecr=254569834"
"83","0.180047","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=65161 Ack=38 Win=26880 Len=1448 TSval=254569834 TSecr=2935393719"
"84","0.180104","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=66609 Ack=38 Win=26880 Len=1448 TSval=254569834 TSecr=2935393725"
"85","0.180106","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=68057 Ack=38 Win=26880 Len=1448 TSval=254569834 TSecr=2935393725"
"86","0.180133","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=68057 Win=129600 Len=0 TSval=2935393746 TSecr=254569834"
"87","0.180161","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=69505 Win=131072 Len=0 TSval=2935393746 TSecr=254569834"
"88","0.180434","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=69505 Ack=38 Win=26880 Len=1448 TSval=254569834 TSecr=2935393725"
"89","0.180622","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=70953 Ack=38 Win=26880 Len=1448 TSval=254569834 TSecr=2935393725"
"90","0.180647","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=72401 Win=129600 Len=0 TSval=2935393746 TSecr=254569834"
"91","0.180665","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=72401 Ack=38 Win=26880 Len=1448 TSval=254569834 TSecr=2935393725"
"92","0.180687","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=73849 Win=131072 Len=0 TSval=2935393746 TSecr=254569834"
"93","0.180884","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=73849 Ack=38 Win=26880 Len=1448 TSval=254569834 TSecr=2935393725"
"94","0.205294","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=75297 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"95","0.205317","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=76745 Win=129600 Len=0 TSval=2935393768 TSecr=254569834"
"96","0.205414","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=76745 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"97","0.205437","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=78193 Win=131072 Len=0 TSval=2935393768 TSecr=254569863"
"98","0.205539","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [PSH, ACK] Seq=78193 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"99","0.205559","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=79641 Win=129600 Len=0 TSval=2935393768 TSecr=254569863"
"100","0.207887","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=79641 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"101","0.207942","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=81089 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"102","0.207973","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=82537 Win=128160 Len=0 TSval=2935393770 TSecr=254569863"
"103","0.208083","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=82537 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"104","0.208144","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=83985 Win=131072 Len=0 TSval=2935393770 TSecr=254569863"
"105","0.208383","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=83985 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"106","0.208693","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=85433 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"107","0.208722","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=86881 Win=129600 Len=0 TSval=2935393770 TSecr=254569863"
"108","0.208740","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=86881 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"109","0.208765","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=88329 Win=131072 Len=0 TSval=2935393770 TSecr=254569863"
"110","0.208889","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=88329 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"111","0.208892","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=89777 Ack=38 Win=26880 Len=1448 TSval=254569863 TSecr=2935393746"
"112","0.208914","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=91225 Win=128160 Len=0 TSval=2935393771 TSecr=254569863"
"113","0.208921","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=91225 Win=131072 Len=0 TSval=2935393771 TSecr=254569863"
"114","0.233343","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=91225 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"115","0.233346","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=92673 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"116","0.233378","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=94121 Win=128160 Len=0 TSval=2935393791 TSecr=254569894"
"117","0.233418","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=94121 Win=131072 Len=0 TSval=2935393791 TSecr=254569894"
"118","0.233791","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=94121 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"119","0.233794","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=95569 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"120","0.233846","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=97017 Win=128160 Len=0 TSval=2935393792 TSecr=254569894"
"121","0.233879","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=97017 Win=131072 Len=0 TSval=2935393792 TSecr=254569894"
"122","0.235955","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=97017 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"123","0.236201","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=98465 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"124","0.236226","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=99913 Win=129600 Len=0 TSval=2935393794 TSecr=254569894"
"125","0.236317","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=99913 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"126","0.236340","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=101361 Win=131072 Len=0 TSval=2935393794 TSecr=254569894"
"127","0.236495","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=101361 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"128","0.236832","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=102809 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"129","0.236835","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=104257 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"130","0.236837","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=105705 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"131","0.236859","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=104257 Win=129600 Len=0 TSval=2935393794 TSecr=254569894"
"132","0.236874","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=107153 Win=128160 Len=0 TSval=2935393794 TSecr=254569894"
"133","0.236888","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=107153 Win=131072 Len=0 TSval=2935393794 TSecr=254569894"
"134","0.237272","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=107153 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"135","0.239356","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=108601 Ack=38 Win=26880 Len=1448 TSval=254569894 TSecr=2935393771"
"136","0.239411","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=110049 Win=129600 Len=0 TSval=2935393797 TSecr=254569894"
"137","0.258113","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=110049 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"138","0.258116","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=111497 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"139","0.258118","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=112945 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"140","0.258120","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=114393 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"141","0.258148","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=112945 Win=128160 Len=0 TSval=2935393813 TSecr=254569918"
"142","0.258157","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=115841 Win=125280 Len=0 TSval=2935393813 TSecr=254569918"
"143","0.258177","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=115841 Win=131072 Len=0 TSval=2935393813 TSecr=254569918"
"144","0.258233","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=115841 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"145","0.260394","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=117289 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"146","0.260444","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=118737 Win=129600 Len=0 TSval=2935393815 TSecr=254569918"
"147","0.260463","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=118737 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"148","0.260470","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=120185 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"149","0.260487","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=121633 Win=128160 Len=0 TSval=2935393815 TSecr=254569918"
"150","0.260493","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=121633 Win=131072 Len=0 TSval=2935393815 TSecr=254569918"
"151","0.261048","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=121633 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"152","0.261050","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=123081 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"153","0.261077","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=124529 Win=128160 Len=0 TSval=2935393815 TSecr=254569918"
"154","0.261087","192.168.0.13","52.71.251.84","TCP","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=124529 Win=131072 Len=0 TSval=2935393815 TSecr=254569918"
"155","0.261306","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=124529 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"156","0.261541","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=125977 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"157","0.261543","52.71.251.84","192.168.0.13","TCP","1514","5201  >  62388 [ACK] Seq=127425 Ack=38 Win=26880 Len=1448 TSval=254569918 TSecr=2935393797"
"158","0.261575","192.168.0.13","52.71.251.84","TCP","66","62388  >  5201 [ACK] Seq=38 Ack=127425 Win=129600 Len=0 TSval=2935393816 TSecr=254569918"
