GE ref,K_min,Rate,Delay,Packet latency (ms),Latency (ms),Bandwidth increase (%),Loss rate (%)
1,50,0.6,100,75,81.15570101010681,112.56896698073714,0.0
2,50,0.6,100,75,81.0873696969755,110.32594856124808,0.0
3,50,0.6,100,75,81.32992323232901,118.28792122910345,0.0
4,50,0.6,100,75,81.70597171717738,130.63194974960342,0.0
5,50,0.6,100,75,82.52006464647003,157.3550632374234,0.0
